Date,CPIAUCSL,CPIAUCSLrate
2010-02-01,217.281,-0.0009517766497462166
2010-03-01,217.353,0.00033136813619227823
2010-04-01,217.403,0.00023004053314190642
2010-05-01,217.29,-0.0005197720362644098
2010-06-01,217.199,-0.00041879515854381655
2010-07-01,217.605,0.0018692535416828804
2010-08-01,217.923,0.0014613634796996067
2010-09-01,218.275,0.001615249422961318
2010-10-01,219.035,0.00348184629481163
2010-11-01,219.59,0.0025338416234848005
2010-12-01,220.472,0.004016576346828282
2011-01-01,221.187,0.003243042200370194
2011-02-01,221.898,0.00321447463006419
2011-03-01,223.046,0.0051735482068338
2011-04-01,224.093,0.0046940989750992035
2011-05-01,224.806,0.003181714734507679
2011-06-01,224.806,0.0
2011-07-01,225.395,0.0026200368317570444
2011-08-01,226.106,0.003154462166418792
2011-09-01,226.597,0.0021715478580843772
2011-10-01,226.75,0.0006752075270193281
2011-11-01,227.169,0.0018478500551268873
2011-12-01,227.223,0.00023770849015480877
2012-01-01,227.842,0.0027241960540966836
2012-02-01,228.329,0.002137446124946152
2012-03-01,228.807,0.002093470387029228
2012-04-01,229.187,0.0016607883500068255
2012-05-01,228.713,-0.002068180132381081
2012-06-01,228.524,-0.0008263631713106845
2012-07-01,228.59,0.0002888099280600187
2012-08-01,229.918,0.00580952797585188
2012-09-01,231.015,0.004771266277542319
2012-10-01,231.638,0.0026967945804385884
2012-11-01,231.249,-0.0016793444944266378
2012-12-01,231.221,-0.00012108160467716456
2013-01-01,231.679,0.001980788942180789
2013-02-01,232.937,0.005429926752100966
2013-03-01,232.282,-0.0028119191025899326
2013-04-01,231.797,-0.002087979266581219
2013-05-01,231.893,0.00041415548950163306
2013-06-01,232.445,0.002380408205508555
2013-07-01,232.9,0.001957452300544338
2013-08-01,233.456,0.0023872906826962748
2013-09-01,233.544,0.00037694469193350066
2013-10-01,233.669,0.000535231048539142
2013-11-01,234.1,0.0018444894273523804
2013-12-01,234.719,0.0026441691584793148
2014-01-01,235.288,0.0024241752904536895
2014-02-01,235.547,0.0011007786202441583
2014-03-01,236.028,0.00204205530106516
2014-04-01,236.468,0.0018641856050976013
2014-05-01,236.918,0.0019030059035471947
2014-06-01,237.231,0.001321132206079767
2014-07-01,237.498,0.001125485286492811
2014-08-01,237.46,-0.00016000134737970129
2014-09-01,237.477,7.159100480080838e-05
2014-10-01,237.43,-0.00019791390324119806
2014-11-01,236.983,-0.0018826601524659647
2014-12-01,236.252,-0.0030846094445592387
2015-01-01,234.747,-0.0063703164417655556
2015-02-01,235.342,0.0025346436802173855
2015-03-01,235.976,0.0026939517808124425
2015-04-01,236.222,0.0010424788961589382
2015-05-01,237.001,0.003297745341246827
2015-06-01,237.657,0.0027679208104607333
2015-07-01,238.034,0.0015863197801873063
2015-08-01,238.033,-4.20108051790713e-06
2015-09-01,237.498,-0.002247587519377592
2015-10-01,237.733,0.0009894820166906904
2015-11-01,238.017,0.0011946174910508756
2015-12-01,237.761,-0.0010755534268560574
2016-01-01,237.827,0.00027758968039326426
2016-02-01,237.514,-0.0013160826987683727
2016-03-01,237.99,0.0020040923903432706
2016-04-01,238.835,0.003550569351653321
2016-05-01,239.44,0.0025331295664370312
2016-06-01,240.144,0.0029401937854995897
2016-07-01,240.111,-0.00013741754947038665
2016-08-01,240.595,0.0020157343895115254
2016-09-01,241.068,0.001965959392339789
2016-10-01,241.641,0.002376922694011574
2016-11-01,241.993,0.0014567064364077176
2016-12-01,242.712,0.0029711603228192995
2017-01-01,243.717,0.004140709977257018
2017-02-01,244.028,0.0012760701961700427
2017-03-01,243.721,-0.0012580523546478206
2017-04-01,244.058,0.0013827286118142101
2017-05-01,243.926,-0.0005408550426537762
2017-06-01,244.179,0.0010371998064988563
2017-07-01,244.328,0.0006102080850522995
2017-08-01,245.304,0.0039946301692805886
2017-09-01,246.445,0.0046513713596190165
2017-10-01,246.57,0.0005072125626408575
2017-11-01,247.333,0.003094455935434226
2017-12-01,247.847,0.00207816991667098
2018-01-01,248.816,0.003909670078717786
2018-02-01,249.475,0.002648543502025591
2018-03-01,249.413,-0.00024852189598145724
2018-04-01,249.957,0.0021811212727482765
2018-05-01,250.64,0.002732469984837449
2018-06-01,251.176,0.0021385253750398903
2018-07-01,251.482,0.0012182692613944557
2018-08-01,251.905,0.0016820289324881443
2018-09-01,252.261,0.0014132311784205154
2018-10-01,252.777,0.0020455004935364673
2018-11-01,252.662,-0.0004549464547801696
2018-12-01,252.653,-3.562071067286787e-05
2019-01-01,252.55,-0.0004076737659951535
2019-02-01,253.181,0.0024985151455156895
2019-03-01,254.095,0.0036100655262440995
2019-04-01,254.943,0.0033373344615204026
2019-05-01,255.167,0.000878627771697893
2019-06-01,255.402,0.0009209654853488125
2019-07-01,256.087,0.0026820463426284746
2019-08-01,256.294,0.0008083190478236357
2019-09-01,256.593,0.0011666289495657622
2019-10-01,257.229,0.0024786334779201002
2019-11-01,257.824,0.0023131139957004443
2019-12-01,258.444,0.0024047412188159534
2020-01-01,258.82,0.001454860627447152
2020-02-01,259.05,0.00088864848157022
